run_id,audit_month,prompt_id,platform,replicate,run_status,ingested_at,cell_key,scope_ok,success_ok,outcome_ok,eligible,exclusion_reason
M2-P034-CH-R2,M2,P034,ChatAssist,2,failed,2026-07-01 23:00:00+00:00,P034|ChatAssist|2,True,False,True,False,non_success
M2-P061-SE-R2,M2,P061,SearchAI,2,success,2026-07-01 23:00:00+00:00,P061|SearchAI|2,True,True,True,True,
M2-P032-AN-R2,M2,P032,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P032|AnswerMind|2,True,True,True,True,
M2-P018-AN-R2,M2,P018,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P018|AnswerMind|2,True,True,True,True,
M2-P063-CH-R1,M2,P063,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P063|ChatAssist|1,True,True,True,True,
M2-P005-SE-R2,M2,P005,SearchAI,2,success,2026-07-01 23:00:00+00:00,P005|SearchAI|2,True,True,True,True,
M2-P019-SE-R2,M2,P019,SearchAI,2,success,2026-07-01 23:00:00+00:00,P019|SearchAI|2,True,True,True,True,
M2-P028-CH-R1,M2,P028,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P028|ChatAssist|1,True,True,True,True,
M2-P039-AN-R2,M2,P039,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P039|AnswerMind|2,True,True,True,True,
M2-P013-SE-R1,M2,P013,SearchAI,1,success,2026-07-01 23:00:00+00:00,P013|SearchAI|1,True,True,True,True,
M2-P048-CH-R2,M2,P048,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P048|ChatAssist|2,True,True,True,True,
M2-P034-SE-R1,M2,P034,SearchAI,1,success,2026-07-01 23:00:00+00:00,P034|SearchAI|1,True,True,True,True,
M2-P042-CH-R1,M2,P042,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P042|ChatAssist|1,True,True,True,True,
M2-P033-AN-R1,M2,P033,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P033|AnswerMind|1,True,True,True,True,
M2-P047-AN-R1,M2,P047,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P047|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P049-CH-R1,M2,P049,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P049|ChatAssist|1,True,True,True,True,
M2-P035-CH-R1,M2,P035,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P035|ChatAssist|1,True,True,True,True,
M2-P019-AN-R1,M2,P019,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P019|AnswerMind|1,True,True,True,True,
M2-P011-AN-R2,M2,P011,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P011|AnswerMind|2,True,True,False,False,invalid_outcome
M2-P062-CH-R2,M2,P062,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P062|ChatAssist|2,True,True,True,True,
M2-P007-CH-R1,M2,P007,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P007|ChatAssist|1,True,True,True,True,
M2-P041-CH-R2,M2,P041,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P041|ChatAssist|2,True,True,True,True,
M2-P004-AN-R2,M2,P004,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P004|AnswerMind|2,True,True,True,True,
M2-P061-AN-R1,M2,P061,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P061|AnswerMind|1,True,True,True,True,
M2-P040-AN-R1,M2,P040,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P040|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P035-CH-R2,M2,P035,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P035|ChatAssist|2,True,True,True,True,
M2-P027-AN-R1,M2,P027,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P027|AnswerMind|1,True,True,True,True,
M2-P013-SE-R2,M2,P013,SearchAI,2,success,2026-07-02 23:00:00+00:00,P013|SearchAI|2,True,True,True,True,
M2-P028-CH-R2,M2,P028,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P028|ChatAssist|2,True,True,True,True,
M2-P048-AN-R1,M2,P048,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P048|AnswerMind|1,True,True,True,True,
M2-P061-AN-R2,M2,P061,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P061|AnswerMind|2,True,True,True,True,
M2-P040-AN-R2,M2,P040,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P040|AnswerMind|2,True,True,True,True,
M2-P063-CH-R2,M2,P063,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P063|ChatAssist|2,True,True,True,True,
M2-P034-AN-R1,M2,P034,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P034|AnswerMind|1,True,True,True,True,
M2-P007-CH-R2,M2,P007,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P007|ChatAssist|2,True,True,True,True,
M2-P062-SE-R2,M2,P062,SearchAI,2,success,2026-07-02 23:00:00+00:00,P062|SearchAI|2,True,True,True,True,
M2-P006-AN-R1,M2,P006,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P006|AnswerMind|1,True,True,True,True,
M2-P055-SE-R2,M2,P055,SearchAI,2,success,2026-07-02 23:00:00+00:00,P055|SearchAI|2,True,True,False,False,invalid_outcome
M2-P043-CH-R1,M2,P043,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P043|ChatAssist|1,True,True,True,True,
M2-P014-SE-R1,M2,P014,SearchAI,1,success,2026-07-02 23:00:00+00:00,P014|SearchAI|1,True,True,True,True,
M2-P042-SE-R1,M2,P042,SearchAI,1,success,2026-07-02 23:00:00+00:00,P042|SearchAI|1,True,True,True,True,
M2-P035-SE-R1,M2,P035,SearchAI,1,success,2026-07-02 23:00:00+00:00,P035|SearchAI|1,True,True,True,True,
M2-P014-CH-R2,M2,P014,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P014|ChatAssist|2,True,True,True,True,
M2-P064-CH-R1,M2,P064,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P064|ChatAssist|1,True,True,True,True,
M2-P007-SE-R1,M2,P007,SearchAI,1,success,2026-07-02 23:00:00+00:00,P007|SearchAI|1,True,True,True,True,
M2-P057-CH-R1,M2,P057,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P057|ChatAssist|1,True,True,True,True,
M2-P056-SE-R1,M2,P056,SearchAI,1,success,2026-07-02 23:00:00+00:00,P056|SearchAI|1,True,True,True,True,
M2-P012-AN-R2,M2,P012,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P012|AnswerMind|2,True,True,True,True,
M2-P020-SE-R2,M2,P020,SearchAI,2,success,2026-07-02 23:00:00+00:00,P020|SearchAI|2,True,True,True,True,
M2-P028-SE-R1,M2,P028,SearchAI,1,success,2026-07-02 23:00:00+00:00,P028|SearchAI|1,True,True,True,True,
M2-P048-SE-R2,M2,P048,SearchAI,2,success,2026-07-02 23:00:00+00:00,P048|SearchAI|2,True,True,True,True,
M2-P042-CH-R2,M2,P042,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P042|ChatAssist|2,True,True,True,True,
M2-P027-SE-R2,M2,P027,SearchAI,2,success,2026-07-02 23:00:00+00:00,P027|SearchAI|2,True,True,False,False,invalid_outcome
M2-P034-SE-R2,M2,P034,SearchAI,2,success,2026-07-02 23:00:00+00:00,P034|SearchAI|2,True,True,True,True,
M2-P050-CH-R1,M2,P050,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P050|ChatAssist|1,True,True,True,True,
M2-P020-AN-R1,M2,P020,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P020|AnswerMind|1,True,True,True,True,
M2-P021-CH-R2,M2,P021,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P021|ChatAssist|2,True,True,True,True,
M2-P022-CH-R1,M2,P022,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P022|ChatAssist|1,True,True,True,True,
M2-P049-CH-R2,M2,P049,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P049|ChatAssist|2,True,True,False,False,invalid_outcome
M2-P006-SE-R2,M2,P006,SearchAI,2,success,2026-07-02 23:00:00+00:00,P006|SearchAI|2,True,True,False,False,invalid_outcome
M2-P015-CH-R1,M2,P015,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P015|ChatAssist|1,True,True,True,True,
M2-P019-AN-R2,M2,P019,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P019|AnswerMind|2,True,True,True,True,
M2-P041-SE-R2,M2,P041,SearchAI,2,success,2026-07-02 23:00:00+00:00,P041|SearchAI|2,True,True,True,True,
M2-P013-AN-R1,M2,P013,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P013|AnswerMind|1,True,True,True,True,
M2-P021-SE-R1,M2,P021,SearchAI,1,success,2026-07-02 23:00:00+00:00,P021|SearchAI|1,True,True,True,True,
M2-P001-CH-R1,M2,P001,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P001|ChatAssist|1,True,True,True,True,
M2-P054-AN-R2,M2,P054,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P054|AnswerMind|2,True,True,True,True,
M2-P033-AN-R2,M2,P033,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P033|AnswerMind|2,True,True,True,True,
M2-P056-CH-R2,M2,P056,ChatAssist,2,success,2026-07-02 23:00:00+00:00,P056|ChatAssist|2,True,True,True,True,
M2-P062-AN-R1,M2,P062,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P062|AnswerMind|1,True,True,True,True,
M2-P055-AN-R1,M2,P055,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P055|AnswerMind|1,True,True,True,True,
M2-P008-CH-R1,M2,P008,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P008|ChatAssist|1,True,True,True,True,
M2-P063-SE-R1,M2,P063,SearchAI,1,success,2026-07-02 23:00:00+00:00,P063|SearchAI|1,True,True,True,True,
M2-P029-CH-R1,M2,P029,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P029|ChatAssist|1,True,True,True,True,
M2-P049-SE-R1,M2,P049,SearchAI,1,success,2026-07-02 23:00:00+00:00,P049|SearchAI|1,True,True,True,True,
M2-P005-AN-R2,M2,P005,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P005|AnswerMind|2,True,True,True,True,
M2-P026-AN-R2,M2,P026,AnswerMind,2,success,2026-07-02 23:00:00+00:00,P026|AnswerMind|2,True,True,True,True,
M2-P036-CH-R1,M2,P036,ChatAssist,1,success,2026-07-02 23:00:00+00:00,P036|ChatAssist|1,True,True,True,True,
M2-P041-AN-R1,M2,P041,AnswerMind,1,success,2026-07-02 23:00:00+00:00,P041|AnswerMind|1,True,True,True,True,
M2-P008-CH-R2,M2,P008,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P008|ChatAssist|2,True,True,True,True,
M2-P036-CH-R2,M2,P036,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P036|ChatAssist|2,True,True,True,True,
M2-P027-AN-R2,M2,P027,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P027|AnswerMind|2,True,True,True,True,
M2-P044-CH-R1,M2,P044,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P044|ChatAssist|1,True,True,True,True,
M2-P029-SE-R1,M2,P029,SearchAI,1,success,2026-07-03 23:00:00+00:00,P029|SearchAI|1,True,True,True,True,
M2-P056-AN-R1,M2,P056,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P056|AnswerMind|1,True,True,True,True,
M2-P014-SE-R2,M2,P014,SearchAI,2,success,2026-07-03 23:00:00+00:00,P014|SearchAI|2,True,True,True,True,
M2-P028-AN-R1,M2,P028,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P028|AnswerMind|1,True,True,True,True,
M2-P049-SE-R2,M2,P049,SearchAI,2,success,2026-07-03 23:00:00+00:00,P049|SearchAI|2,True,True,False,False,invalid_outcome
M2-P001-SE-R1,M2,P001,SearchAI,1,success,2026-07-03 23:00:00+00:00,P001|SearchAI|1,True,True,True,True,
M2-P063-AN-R1,M2,P063,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P063|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P020-AN-R2,M2,P020,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P020|AnswerMind|2,True,True,True,True,
M2-P057-SE-R1,M2,P057,SearchAI,1,success,2026-07-03 23:00:00+00:00,P057|SearchAI|1,True,True,True,True,
M2-P014-AN-R1,M2,P014,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P014|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P022-SE-R1,M2,P022,SearchAI,1,success,2026-07-03 23:00:00+00:00,P022|SearchAI|1,True,True,True,True,
M2-P064-SE-R1,M2,P064,SearchAI,1,success,2026-07-03 23:00:00+00:00,P064|SearchAI|1,True,True,True,True,
M2-P016-CH-R1,M2,P016,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P016|ChatAssist|1,True,True,True,True,
M2-P042-AN-R1,M2,P042,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P042|AnswerMind|1,True,True,True,True,
M2-P002-CH-R1,M2,P002,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P002|ChatAssist|1,True,True,True,True,
M2-P001-CH-R2,M2,P001,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P001|ChatAssist|2,True,True,True,True,
M2-P055-AN-R2,M2,P055,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P055|AnswerMind|2,True,True,True,True,
M2-P041-AN-R2,M2,P041,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P041|AnswerMind|2,True,True,True,True,
M2-P036-SE-R1,M2,P036,SearchAI,1,success,2026-07-03 23:00:00+00:00,P036|SearchAI|1,True,True,True,True,
M2-P048-AN-R2,M2,P048,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P048|AnswerMind|2,True,True,True,True,
M2-P007-SE-R2,M2,P007,SearchAI,2,success,2026-07-03 23:00:00+00:00,P007|SearchAI|2,True,True,True,True,
M2-P049-AN-R1,M2,P049,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P049|AnswerMind|1,True,True,True,True,
M2-P007-AN-R1,M2,P007,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P007|AnswerMind|1,True,True,True,True,
M2-P037-CH-R1,M2,P037,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P037|ChatAssist|1,True,True,True,True,
M2-P051-CH-R1,M2,P051,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P051|ChatAssist|1,True,True,True,True,
M2-P023-CH-R1,M2,P023,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P023|ChatAssist|1,True,True,False,False,invalid_outcome
M2-P042-SE-R2,M2,P042,SearchAI,2,success,2026-07-03 23:00:00+00:00,P042|SearchAI|2,True,True,True,True,
M2-P062-AN-R2,M2,P062,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P062|AnswerMind|2,True,True,True,True,
M2-P056-SE-R2,M2,P056,SearchAI,2,success,2026-07-03 23:00:00+00:00,P056|SearchAI|2,True,True,True,True,
M2-P021-AN-R1,M2,P021,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P021|AnswerMind|1,True,True,True,True,
M2-P006-AN-R2,M2,P006,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P006|AnswerMind|2,True,True,True,True,
M2-P034-AN-R2,M2,P034,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P034|AnswerMind|2,True,True,True,True,
M2-P050-SE-R1,M2,P050,SearchAI,1,success,2026-07-03 23:00:00+00:00,P050|SearchAI|1,True,True,True,True,
M2-P029-CH-R2,M2,P029,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P029|ChatAssist|2,True,True,True,True,
M2-P028-SE-R2,M2,P028,SearchAI,2,success,2026-07-03 23:00:00+00:00,P028|SearchAI|2,True,True,True,True,
M2-P057-CH-R2,M2,P057,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P057|ChatAssist|2,True,True,True,True,
M2-P035-SE-R2,M2,P035,SearchAI,2,success,2026-07-03 23:00:00+00:00,P035|SearchAI|2,True,True,True,True,
M2-P035-AN-R1,M2,P035,AnswerMind,1,success,2026-07-03 23:00:00+00:00,P035|AnswerMind|1,True,True,True,True,
M2-P015-CH-R2,M2,P015,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P015|ChatAssist|2,True,True,True,True,
M2-P043-CH-R2,M2,P043,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P043|ChatAssist|2,True,True,True,True,
M2-P064-CH-R2,M2,P064,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P064|ChatAssist|2,True,True,True,True,
M2-P021-SE-R2,M2,P021,SearchAI,2,success,2026-07-03 23:00:00+00:00,P021|SearchAI|2,True,True,True,True,
M2-P009-CH-R1,M2,P009,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P009|ChatAssist|1,True,True,False,False,invalid_outcome
M2-P013-AN-R2,M2,P013,AnswerMind,2,success,2026-07-03 23:00:00+00:00,P013|AnswerMind|2,True,True,True,True,
M2-P058-CH-R1,M2,P058,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P058|ChatAssist|1,True,True,True,True,
M2-P015-SE-R1,M2,P015,SearchAI,1,success,2026-07-03 23:00:00+00:00,P015|SearchAI|1,True,True,True,True,
M2-P022-CH-R2,M2,P022,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P022|ChatAssist|2,True,True,True,True,
M2-P063-SE-R2,M2,P063,SearchAI,2,success,2026-07-03 23:00:00+00:00,P063|SearchAI|2,True,True,True,True,
M2-P008-SE-R1,M2,P008,SearchAI,1,success,2026-07-03 23:00:00+00:00,P008|SearchAI|1,True,True,True,True,
M2-P050-CH-R2,M2,P050,ChatAssist,2,success,2026-07-03 23:00:00+00:00,P050|ChatAssist|2,True,True,True,True,
M2-P043-SE-R1,M2,P043,SearchAI,1,success,2026-07-03 23:00:00+00:00,P043|SearchAI|1,True,True,False,False,invalid_outcome
M2-P030-CH-R1,M2,P030,ChatAssist,1,success,2026-07-03 23:00:00+00:00,P030|ChatAssist|1,True,True,True,True,
M2-P050-AN-R1,M2,P050,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P050|AnswerMind|1,True,True,True,True,
M2-EXP001-CH-R1,M2,EXP001,ChatAssist,1,success,2026-07-04 23:00:00+00:00,EXP001|ChatAssist|1,False,True,True,False,out_of_scope
M2-P050-SE-R2,M2,P050,SearchAI,2,success,2026-07-04 23:00:00+00:00,P050|SearchAI|2,True,True,True,True,
M2-P044-SE-R1,M2,P044,SearchAI,1,success,2026-07-04 23:00:00+00:00,P044|SearchAI|1,True,True,True,True,
M2-P043-AN-R1,M2,P043,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P043|AnswerMind|1,True,True,True,True,
M2-EXP001-SE-R1,M2,EXP001,SearchAI,1,success,2026-07-04 23:00:00+00:00,EXP001|SearchAI|1,False,True,True,False,out_of_scope
M2-P009-SE-R1,M2,P009,SearchAI,1,success,2026-07-04 23:00:00+00:00,P009|SearchAI|1,True,True,True,True,
M2-P016-CH-R2,M2,P016,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P016|ChatAssist|2,True,True,True,True,
M2-P002-CH-R2,M2,P002,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P002|ChatAssist|2,True,True,True,True,
M2-P015-SE-R2,M2,P015,SearchAI,2,success,2026-07-04 23:00:00+00:00,P015|SearchAI|2,True,True,False,False,invalid_outcome
M2-P044-CH-R2,M2,P044,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P044|ChatAssist|2,True,True,False,False,invalid_outcome
M2-P031-CH-R1,M2,P031,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P031|ChatAssist|1,True,True,True,True,
M2-P022-SE-R2,M2,P022,SearchAI,2,success,2026-07-04 23:00:00+00:00,P022|SearchAI|2,True,True,True,True,
M2-P038-CH-R1,M2,P038,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P038|ChatAssist|1,True,True,True,True,
M2-P057-AN-R1,M2,P057,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P057|AnswerMind|1,True,True,True,True,
M2-P049-AN-R2,M2,P049,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P049|AnswerMind|2,True,True,True,True,
M2-P014-AN-R2,M2,P014,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P014|AnswerMind|2,True,True,True,True,
M2-P001-AN-R1,M2,P001,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P001|AnswerMind|1,True,True,True,True,
M2-P064-AN-R1,M2,P064,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P064|AnswerMind|1,True,True,True,True,
M2-P030-CH-R2,M2,P030,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P030|ChatAssist|2,True,True,True,True,
M2-P058-SE-R1,M2,P058,SearchAI,1,success,2026-07-04 23:00:00+00:00,P058|SearchAI|1,True,True,True,True,
M2-P010-CH-R1,M2,P010,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P010|ChatAssist|1,True,True,True,True,
M2-P023-CH-R2,M2,P023,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P023|ChatAssist|2,True,True,True,True,
M2-P056-AN-R2,M2,P056,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P056|AnswerMind|2,True,True,True,True,
M2-P008-AN-R1,M2,P008,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P008|AnswerMind|1,True,True,True,True,
M2-P051-SE-R1,M2,P051,SearchAI,1,success,2026-07-04 23:00:00+00:00,P051|SearchAI|1,True,True,True,True,
M2-P015-AN-R1,M2,P015,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P015|AnswerMind|1,True,True,True,True,
M2-P037-SE-R1,M2,P037,SearchAI,1,success,2026-07-04 23:00:00+00:00,P037|SearchAI|1,True,True,True,True,
M2-P009-CH-R2,M2,P009,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P009|ChatAssist|2,True,True,True,True,
M2-P003-CH-R1,M2,P003,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P003|ChatAssist|1,True,True,True,True,
M2-P035-AN-R2,M2,P035,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P035|AnswerMind|2,True,True,True,True,
M2-P028-AN-R2,M2,P028,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P028|AnswerMind|2,True,True,True,True,
M2-P024-CH-R1,M2,P024,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P024|ChatAssist|1,True,True,True,True,
M2-P023-SE-R1,M2,P023,SearchAI,1,success,2026-07-04 23:00:00+00:00,P023|SearchAI|1,True,True,True,True,
M2-P063-AN-R2,M2,P063,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P063|AnswerMind|2,True,True,True,True,
M2-P045-CH-R1,M2,P045,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P045|ChatAssist|1,True,True,True,True,
M2-P058-CH-R2,M2,P058,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P058|ChatAssist|2,True,True,False,False,invalid_outcome
M2-P037-CH-R2,M2,P037,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P037|ChatAssist|2,True,True,True,True,
M2-P036-SE-R2,M2,P036,SearchAI,2,success,2026-07-04 23:00:00+00:00,P036|SearchAI|2,True,True,True,True,
M2-P042-AN-R2,M2,P042,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P042|AnswerMind|2,True,True,True,True,
M2-P051-CH-R2,M2,P051,ChatAssist,2,success,2026-07-04 23:00:00+00:00,P051|ChatAssist|2,True,True,True,True,
M2-P017-CH-R1,M2,P017,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P017|ChatAssist|1,True,True,True,True,
M2-P016-SE-R1,M2,P016,SearchAI,1,success,2026-07-04 23:00:00+00:00,P016|SearchAI|1,True,True,True,True,
M2-P052-CH-R1,M2,P052,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P052|ChatAssist|1,True,True,True,True,
M2-P029-AN-R1,M2,P029,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P029|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P064-SE-R2,M2,P064,SearchAI,2,success,2026-07-04 23:00:00+00:00,P064|SearchAI|2,True,True,False,False,invalid_outcome
M2-P057-SE-R2,M2,P057,SearchAI,2,success,2026-07-04 23:00:00+00:00,P057|SearchAI|2,True,True,True,True,
M2-P043-SE-R2,M2,P043,SearchAI,2,success,2026-07-04 23:00:00+00:00,P043|SearchAI|2,True,True,True,True,
M2-P022-AN-R1,M2,P022,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P022|AnswerMind|1,True,True,True,True,
M2-P029-SE-R2,M2,P029,SearchAI,2,success,2026-07-04 23:00:00+00:00,P029|SearchAI|2,True,True,True,True,
M2-P030-SE-R1,M2,P030,SearchAI,1,success,2026-07-04 23:00:00+00:00,P030|SearchAI|1,True,True,True,True,
M2-P036-AN-R1,M2,P036,AnswerMind,1,success,2026-07-04 23:00:00+00:00,P036|AnswerMind|1,True,True,True,True,
M2-P007-AN-R2,M2,P007,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P007|AnswerMind|2,True,True,False,False,invalid_outcome
M2-P021-AN-R2,M2,P021,AnswerMind,2,success,2026-07-04 23:00:00+00:00,P021|AnswerMind|2,True,True,True,True,
M2-P002-SE-R1,M2,P002,SearchAI,1,success,2026-07-04 23:00:00+00:00,P002|SearchAI|1,True,True,False,False,invalid_outcome
M2-P008-SE-R2,M2,P008,SearchAI,2,success,2026-07-04 23:00:00+00:00,P008|SearchAI|2,True,True,True,True,
M2-P059-CH-R1,M2,P059,ChatAssist,1,success,2026-07-04 23:00:00+00:00,P059|ChatAssist|1,True,True,True,True,
M2-P001-SE-R2,M2,P001,SearchAI,2,success,2026-07-04 23:00:00+00:00,P001|SearchAI|2,True,True,True,True,
M2-P003-CH-R2,M2,P003,ChatAssist,2,success,2026-07-05 23:00:00+00:00,P003|ChatAssist|2,True,True,True,True,
M2-P016-SE-R2,M2,P016,SearchAI,2,success,2026-07-05 23:00:00+00:00,P016|SearchAI|2,True,True,True,True,
M2-P053-CH-R1,M2,P053,ChatAssist,1,success,2026-07-05 23:00:00+00:00,P053|ChatAssist|1,True,True,True,True,
M2-P017-CH-R2,M2,P017,ChatAssist,2,success,2026-07-05 23:00:00+00:00,P017|ChatAssist|2,True,True,False,False,invalid_outcome
M2-P038-SE-R1,M2,P038,SearchAI,1,success,2026-07-05 23:00:00+00:00,P038|SearchAI|1,True,True,True,True,
M2-P018-CH-R1,M2,P018,ChatAssist,1,success,2026-07-05 23:00:00+00:00,P018|ChatAssist|1,True,True,False,False,invalid_outcome
M2-P036-AN-R2,M2,P036,AnswerMind,2,success,2026-07-05 23:00:00+00:00,P036|AnswerMind|2,True,True,True,True,
M2-P008-AN-R2,M2,P008,AnswerMind,2,error,2026-07-05 23:00:00+00:00,P008|AnswerMind|2,True,False,True,False,non_success
M2-P015-AN-R2,M2,P015,AnswerMind,2,success,2026-07-05 23:00:00+00:00,P015|AnswerMind|2,True,True,True,True,
M2-P045-CH-R2,M2,P045,ChatAssist,2,success,2026-07-05 23:00:00+00:00,P045|ChatAssist|2,True,True,True,True,
M2-P010-SE-R1,M2,P010,SearchAI,1,success,2026-07-05 23:00:00+00:00,P010|SearchAI|1,True,True,False,False,invalid_outcome
M2-P044-SE-R2,M2,P044,SearchAI,2,success,2026-07-05 23:00:00+00:00,P044|SearchAI|2,True,True,True,True,
M2-P044-AN-R1,M2,P044,AnswerMind,1,success,2026-07-05 23:00:00+00:00,P044|AnswerMind|1,True,True,False,False,invalid_outcome
